,position
1133,"['CM', 'CDM']"
1134,"['LM', 'LB']"
1135,['CB']
1136,"['CM', 'CAM']"
1137,"['CB', 'RB']"
1138,"['CM', 'CDM']"
1139,"['LW', 'RW', 'CAM']"
1140,['LB']
1141,['ST']
1142,"['CM', 'CDM']"
1143,['CB']
1144,['ST']
1145,"['CM', 'CDM']"
1146,['RM']
1147,['CB']
1148,"['CDM', 'CM']"
1149,['CB']
1150,"['CF', 'CAM', 'ST', 'RM']"
1151,"['CAM', 'LW', 'LM']"
1152,['GK']
1153,"['CM', 'LM']"
1154,"['CM', 'LM']"
1155,"['CDM', 'CM']"
1156,['GK']
1157,"['CM', 'CAM']"
1158,"['ST', 'RWB', 'RM']"
1159,['CB']
1160,"['CAM', 'ST']"
1161,['GK']
1162,"['CM', 'CDM', 'LM']"
1163,"['RM', 'RW', 'LW', 'ST']"
1164,"['CM', 'CDM']"
1165,"['CB', 'LB']"
1166,['ST']
1167,"['RB', 'RM', 'CM']"
1168,"['LB', 'LWB']"
1169,['GK']
1170,"['RM', 'LM']"
1171,['CB']
1172,['GK']
1173,['GK']
1174,"['CM', 'CDM', 'CAM']"
1175,['CB']
1176,"['CM', 'CDM']"
1177,"['LW', 'LM']"
1178,"['RM', 'ST', 'LM']"
1179,"['CAM', 'CM', 'ST']"
1180,"['CDM', 'CM']"
1181,['ST']
1182,"['RB', 'LB']"
1183,['LB']
1184,"['RB', 'RWB', 'RM']"
1185,"['LM', 'CAM']"
1186,"['CDM', 'CM']"
1187,['CB']
1188,"['ST', 'RW', 'LW']"
1189,"['CDM', 'CM', 'CB']"
1190,['CM']
1191,['CB']
1192,"['RM', 'CAM']"
1193,['CB']
1194,['CB']
1195,"['CDM', 'CM']"
1196,"['RM', 'RB']"
1197,['CAM']
1198,"['CM', 'CDM']"
1199,['CB']
1200,"['CM', 'CAM']"
1201,['GK']
1202,"['ST', 'RW']"
1203,"['ST', 'RW']"
1204,"['RM', 'RW', 'CAM']"
1205,"['RM', 'RWB', 'RW', 'CM']"
1206,['LB']
1207,"['CB', 'LB']"
1208,"['CAM', 'RW', 'LW']"
1209,['CB']
1210,"['CB', 'CDM']"
1211,"['LM', 'LW', 'CAM', 'RM']"
1212,"['RM', 'LM']"
1213,"['RM', 'LM']"
1214,"['CM', 'CAM']"
1215,"['LW', 'LM']"
1216,['GK']
1217,"['LWB', 'LB', 'LM']"
1218,['CB']
1219,"['RM', 'RW']"
1220,['CB']
1221,"['CAM', 'LM', 'RM', 'CDM']"
1222,['GK']
1223,['CB']
1224,['CB']
1225,"['LM', 'ST']"
1226,"['RB', 'RWB', 'RM']"
1227,['ST']
1228,"['CM', 'RM', 'CDM']"
1229,"['LM', 'RM']"
1230,['CM']
1231,['LB']
1232,"['CB', 'RB', 'LB']"
1233,"['RM', 'LM']"
1234,['CB']
1235,"['CM', 'CDM']"
1236,"['CAM', 'CM', 'CDM']"
1237,"['CAM', 'ST']"
1238,"['CM', 'CAM']"
1239,['CB']
1240,"['ST', 'CAM']"
1241,"['CB', 'LB']"
1242,['CM']
1243,['LB']
1244,"['LM', 'CM']"
1245,['GK']
1246,['RB']
1247,"['RB', 'LB']"
1248,['ST']
1249,"['LM', 'RM']"
1250,['CB']
1251,['GK']
1252,"['CDM', 'CM']"
1253,"['ST', 'LW', 'CAM']"
1254,['CM']
1255,"['CM', 'CDM']"
1256,['CB']
1257,['ST']
1258,"['CDM', 'CM']"
1259,['CB']
1260,"['RM', 'LM']"
1261,['CB']
1262,"['CM', 'CDM']"
1263,['CM']
1264,"['CM', 'CDM']"
1265,"['RM', 'RW']"
1266,"['RM', 'RB', 'CM']"
1267,"['LWB', 'LB']"
1268,"['CM', 'CDM']"
1269,['CB']
1270,['LB']
1271,"['CAM', 'CM']"
1272,['CB']
1273,['GK']
1274,"['RB', 'CB', 'LB']"
1275,"['RB', 'CB', 'LB']"
1276,['CM']
1277,"['CAM', 'CF']"
1278,['CB']
1279,['CDM']
1280,['ST']
1281,['CB']
1282,"['LM', 'RM', 'CAM']"
1283,"['RB', 'LB']"
1284,['CDM']
1285,"['LW', 'RW']"
1286,['ST']
1287,"['CAM', 'CM']"
1288,"['CAM', 'LM']"
1289,['CB']
1290,"['RB', 'LB', 'RM']"
1291,"['RB', 'CB']"
1292,"['CAM', 'ST', 'CM']"
1293,['GK']
1294,"['CM', 'CDM']"
1295,['LB']
1296,['LM']
1297,"['CB', 'RB', 'LB']"
1298,"['RB', 'LB']"
1299,"['RW', 'LW']"
1300,"['LM', 'RM', 'ST']"
1301,"['CB', 'CDM']"
1302,"['LM', 'ST']"
1303,"['LW', 'LM']"
1304,['CB']
1305,"['LM', 'CAM', 'LW']"
1306,"['CB', 'LB']"
1307,"['CM', 'CAM']"
1308,"['CM', 'CDM', 'CB']"
1309,"['CM', 'CDM', 'CAM']"
1310,"['CDM', 'CM']"
1311,['ST']
1312,"['CDM', 'CM']"
1313,"['CB', 'LB']"
1314,"['LM', 'RM', 'CAM', 'LW']"
1315,"['CB', 'RB']"
1316,"['CM', 'CDM']"
1317,['GK']
1318,['ST']
1319,"['CM', 'CDM']"
1320,['CDM']
1321,"['RW', 'RM']"
1322,['GK']
1323,['CAM']
1324,"['ST', 'CAM']"
1325,"['CB', 'RB', 'LB']"
1326,"['CB', 'RB', 'LB']"
1327,['CB']
1328,"['CAM', 'RM']"
1329,['ST']
1330,"['CB', 'LB']"
1331,['CDM']
1332,"['LM', 'RM', 'CM']"
1333,['LM']
1334,"['CF', 'LM']"
1335,"['CB', 'RB', 'LB']"
1336,['CM']
1337,"['LWB', 'LM', 'LB']"
1338,"['CDM', 'CM']"
1339,"['LW', 'RM', 'ST']"
1340,['CB']
1341,['GK']
1342,['CB']
1343,"['CDM', 'CM']"
1344,"['CDM', 'CM']"
1345,"['CAM', 'LM', 'RM']"
1346,"['LM', 'RM']"
1347,['RB']
1348,['ST']
1349,['CM']
1350,"['CDM', 'CM']"
1351,['CB']
1352,['ST']
1353,['ST']
1354,['GK']
1355,"['RM', 'RB']"
1356,['CB']
1357,"['CAM', 'CM', 'LM', 'RM']"
1358,"['ST', 'LM']"
1359,['GK']
1360,"['CAM', 'RM']"
1361,['GK']
1362,"['RM', 'ST', 'LM']"
1363,"['ST', 'RW']"
1364,['CB']
1365,['ST']
1366,"['CAM', 'LM', 'CM']"
1367,"['CB', 'CDM']"
1368,['GK']
1369,"['CDM', 'CM']"
1370,['CM']
1371,['ST']
1372,"['ST', 'CF']"
1373,"['CDM', 'CB', 'CM']"
1374,['RB']
1375,['GK']
1376,"['CB', 'RB']"
1377,"['CB', 'RB']"
1378,['LM']
1379,"['LM', 'CAM', 'RM']"
1380,"['CB', 'CDM', 'RB']"
1381,"['LM', 'RM', 'CAM']"
1382,['GK']
1383,"['LWB', 'LM', 'LB']"
1384,['CB']
1385,['ST']
1386,"['LM', 'LW', 'RM']"
1387,['CB']
1388,['ST']
1389,"['CM', 'CDM']"
1390,['CB']
1391,['GK']
1392,['ST']
1393,"['CM', 'CDM', 'RM']"
1394,"['ST', 'LW', 'LM']"
1395,"['CDM', 'CM', 'CAM']"
1396,['RB']
1397,['ST']
1398,"['LB', 'RB', 'LWB']"
1399,['ST']
1400,"['CAM', 'CM', 'RW']"
1401,['LW']
1402,"['CB', 'RB', 'RWB']"
1403,"['CAM', 'CM']"
1404,['ST']
1405,['GK']
1406,"['CM', 'CAM', 'CDM']"
1407,"['CAM', 'LM', 'CF']"
1408,"['CB', 'RB']"
1409,"['RB', 'CB']"
1410,"['CDM', 'CB']"
1411,"['CB', 'RB']"
1412,['GK']
1413,"['RM', 'RW', 'ST', 'CAM']"
1414,"['LM', 'CAM']"
1415,"['CAM', 'LM']"
1416,['CB']
1417,"['ST', 'LW', 'RW']"
1418,"['CDM', 'CM']"
1419,['CB']
1420,"['CM', 'RM', 'LM']"
1421,"['RM', 'LM']"
1422,['RB']
1423,"['ST', 'CAM']"
1424,"['CAM', 'CM', 'RM']"
1425,['CB']
1426,['GK']
1427,['GK']
1428,['GK']
1429,"['CM', 'CAM']"
1430,['GK']
1431,['GK']
1432,['CB']
1433,"['RM', 'LM']"
1434,['ST']
1435,"['CM', 'CDM']"
1436,"['CM', 'CDM']"
1437,['ST']
1438,"['CDM', 'CM', 'CB']"
1439,"['LM', 'LW', 'ST']"
1440,['ST']
1441,['RB']
1442,"['RM', 'CAM', 'CM', 'ST']"
1443,['LB']
1444,"['CB', 'RB']"
1445,"['CDM', 'CM', 'CB']"
1446,"['ST', 'RW']"
1447,['CM']
1448,"['LW', 'RW']"
1449,"['CM', 'LM']"
1450,"['LM', 'RW']"
1451,['CB']
1452,"['RB', 'LB']"
1453,['CB']
1454,['CB']
1455,"['RM', 'ST']"
1456,"['RB', 'LB']"
1457,"['CB', 'RB']"
1458,['CB']
1459,"['LW', 'ST']"
1460,"['CB', 'RB', 'LB']"
1461,['CB']
1462,"['LM', 'RM', 'RW', 'CAM']"
1463,['CB']
1464,['ST']
1465,['CB']
1466,['CB']
1467,['ST']
1468,"['RB', 'RWB', 'RM']"
1469,"['CDM', 'CM']"
1470,['CDM']
1471,['GK']
1472,"['RM', 'CM', 'RWB', 'LM']"
1473,['GK']
1474,"['CDM', 'CM']"
1475,['CB']
1476,"['LB', 'LM']"
1477,['GK']
1478,"['RB', 'RM']"
1479,"['RB', 'RM']"
1480,"['RM', 'LM']"
1481,"['CB', 'RB']"
1482,['GK']
1483,['CB']
1484,"['RM', 'CAM', 'LM']"
1485,['GK']
1486,['CB']
1487,"['RM', 'LM']"
1488,"['CB', 'LB']"
1489,['CB']
1490,"['LW', 'LWB']"
1491,"['CDM', 'CM', 'CB']"
1492,"['ST', 'RM', 'CAM']"
1493,['CB']
1494,['GK']
1495,"['CAM', 'CM', 'RM']"
1496,"['CAM', 'CM']"
1497,"['ST', 'CAM']"
1498,"['CM', 'CAM', 'CDM']"
1499,['CB']
1500,"['CDM', 'CB']"
1501,['CM']
1502,['CB']
1503,['GK']
1504,"['CAM', 'CM', 'LM']"
1505,"['ST', 'CF']"
1506,"['RB', 'RM']"
1507,['ST']
1508,"['CDM', 'CM']"
1509,"['CAM', 'RM']"
1510,"['LB', 'LWB', 'CB']"
1511,['LB']
1512,['CB']
1513,['GK']
1514,"['CB', 'RB']"
1515,"['LM', 'LW', 'ST']"
1516,['ST']
1517,"['RB', 'CB']"
1518,"['CM', 'CDM', 'CAM']"
1519,"['RM', 'LM']"
1520,"['RWB', 'RB']"
1521,['CB']
1522,"['RM', 'ST']"
1523,"['CAM', 'CM']"
1524,['ST']
1525,['ST']
1526,"['CM', 'CDM', 'LM', 'RM']"
1527,"['ST', 'LW']"
1528,"['CM', 'CAM', 'RM']"
1529,['CB']
1530,['CB']
1531,"['CAM', 'LM', 'RM']"
1532,['CB']
1533,"['ST', 'CF']"
1534,"['LM', 'RM']"
1535,['ST']
1536,['LB']
1537,['CM']
1538,['CB']
1539,"['LM', 'LB', 'CAM']"
1540,"['CB', 'RB']"
1541,"['LB', 'LM']"
1542,['CB']
1543,"['CAM', 'LM']"
1544,['GK']
1545,"['CAM', 'LM', 'RM', 'RW']"
1546,"['CF', 'RM', 'ST']"
1547,['CM']
1548,"['CDM', 'CM']"
1549,['CB']
1550,['CM']
1551,['CB']
1552,"['ST', 'RM']"
1553,['ST']
1554,['LB']
1555,['GK']
1556,['CB']
1557,['CB']
1558,"['LM', 'RM']"
1559,['CB']
1560,['LW']
1561,"['LB', 'CB']"
1562,['ST']
1563,"['RM', 'LM']"
1564,"['LM', 'RM']"
1565,"['CM', 'CDM']"
1566,"['CM', 'CDM']"
1567,['CB']
1568,"['RB', 'LB']"
1569,"['CM', 'CAM']"
1570,"['RM', 'LM']"
1571,"['CB', 'RB']"
1572,"['CDM', 'CM']"
1573,"['CDM', 'CM', 'RB']"
1574,['CM']
1575,['RB']
1576,['CM']
1577,['CB']
1578,"['CM', 'CDM']"
1579,['GK']
1580,['CB']
1581,['CB']
1582,"['ST', 'RW']"
1583,"['LW', 'LM', 'ST']"
1584,"['CAM', 'RM', 'CM']"
1585,"['ST', 'CF', 'LW', 'RW']"
1586,"['CM', 'CDM']"
1587,['RW']
1588,"['LB', 'LWB']"
1589,"['CDM', 'CM']"
1590,['RB']
1591,['CM']
1592,['CB']
1593,['GK']
1594,"['CM', 'CDM', 'LM', 'RM']"
1595,['CB']
1596,"['LB', 'CB']"
1597,['ST']
1598,"['LM', 'RM']"
1599,"['CAM', 'CF', 'ST']"
1600,['RM']
1601,['ST']
1602,['CM']
1603,['CB']
1604,"['CB', 'RB']"
1605,['CDM']
1606,"['RB', 'RWB']"
1607,"['CDM', 'CM']"
1608,['GK']
1609,"['RB', 'RM']"
1610,"['CM', 'CDM']"
1611,['CB']
1612,"['LB', 'LWB']"
1613,"['RW', 'RM']"
1614,['LM']
1615,['CAM']
1616,"['CAM', 'CM']"
1617,"['LW', 'RW', 'RM']"
1618,['CB']
1619,"['CM', 'CDM']"
1620,"['LM', 'RM']"
1621,['ST']
1622,['RB']
1623,['CB']
1624,['GK']
1625,"['CM', 'CDM']"
1626,"['RW', 'LW']"
1627,"['LM', 'ST', 'RM', 'CAM']"
1628,['ST']
1629,['CB']
1630,"['RM', 'LM']"
1631,"['CB', 'RB']"
1632,"['CB', 'RB']"
1633,"['LM', 'ST']"
1634,['GK']
1635,['CB']
1636,"['CAM', 'LM']"
1637,['GK']
1638,['CB']
1639,['LB']
1640,"['CAM', 'ST', 'LM']"
1641,"['CAM', 'CF']"
1642,"['CDM', 'CM', 'CAM']"
1643,['CDM']
1644,"['CAM', 'ST', 'CDM', 'CM']"
1645,['CB']
1646,"['CDM', 'CM']"
1647,"['CAM', 'ST']"
1648,"['CDM', 'CM']"
1649,"['CDM', 'CM']"
1650,"['CDM', 'CM']"
1651,['ST']
1652,['GK']
1653,"['CAM', 'CDM', 'CM']"
1654,"['CAM', 'LM']"
1655,['RB']
1656,['CB']
1657,['ST']
1658,['CB']
1659,"['CM', 'CAM', 'CDM']"
1660,"['LB', 'LM', 'CM']"
1661,['GK']
1662,['CB']
1663,"['CDM', 'CB']"
1664,"['LW', 'LM']"
1665,"['CAM', 'CM']"
1666,"['LM', 'CAM', 'RM']"
1667,['CB']
1668,"['CAM', 'CM']"
1669,"['ST', 'CAM']"
1670,"['RM', 'LM', 'CM', 'CDM']"
1671,"['LM', 'RM', 'CAM']"
1672,['LB']
1673,['CB']
1674,['GK']
1675,['CDM']
1676,"['CAM', 'CM']"
1677,['CDM']
1678,"['CDM', 'RB']"
1679,"['LM', 'RM']"
1680,"['CM', 'CAM', 'LM']"
1681,"['LM', 'CAM']"
1682,"['CB', 'LB']"
1683,"['CB', 'LB']"
1684,['CB']
1685,"['RB', 'RM']"
1686,"['CM', 'LM', 'CDM']"
1687,['ST']
1688,"['CF', 'CAM', 'ST']"
1689,"['CM', 'CAM']"
1690,"['LB', 'LWB']"
1691,"['LM', 'CM', 'CAM']"
1692,['CB']
1693,['ST']
1694,"['RM', 'LM', 'LB']"
1695,['CB']
1696,"['CAM', 'CDM']"
1697,"['CAM', 'CM']"
1698,['ST']
1699,"['RW', 'LW', 'ST']"
1700,"['LM', 'LW', 'ST', 'RW']"
1701,"['LB', 'RB']"
1702,"['LM', 'RM']"
1703,['CM']
1704,"['LB', 'LM']"
1705,"['RW', 'RM']"
1706,"['LB', 'RB', 'RM']"
1707,"['CDM', 'CB', 'CM']"
1708,"['RM', 'LM']"
1709,"['CDM', 'CM', 'LM']"
1710,"['CDM', 'CM']"
1711,"['CM', 'CDM', 'CAM', 'CB']"
1712,"['LB', 'LM']"
1713,"['RB', 'RM']"
1714,['CB']
1715,['CB']
1716,['ST']
1717,['CAM']
1718,['GK']
1719,"['CDM', 'CM']"
1720,['CM']
1721,['RW']
1722,['ST']
1723,"['ST', 'CAM', 'CF']"
1724,"['CDM', 'CM']"
1725,['GK']
1726,['LM']
1727,"['RW', 'LW']"
1728,"['ST', 'CAM']"
1729,"['CAM', 'CF']"
1730,"['CM', 'CDM']"
1731,['CDM']
1732,['GK']
1733,"['CAM', 'CM', 'LM']"
1734,"['CAM', 'CM', 'LM']"
1735,"['RM', 'ST']"
1736,"['CDM', 'CM']"
1737,"['RB', 'LB', 'RM']"
1738,['ST']
1739,['GK']
1740,"['CM', 'CDM', 'CAM']"
1741,"['CAM', 'CF', 'ST']"
1742,['CB']
1743,"['LB', 'LM']"
1744,"['RB', 'RM']"
1745,['RB']
1746,['CB']
1747,"['ST', 'LM', 'RM', 'CF']"
1748,"['LB', 'LWB', 'LM']"
1749,"['LB', 'LM']"
1750,"['LM', 'LW', 'RW', 'CAM']"
1751,['CAM']
1752,"['CM', 'CAM', 'CDM']"
1753,['ST']
1754,['LW']
1755,"['CM', 'CAM', 'CF']"
1756,['CB']
1757,['LB']
1758,"['CF', 'ST', 'CAM']"
1759,['CB']
1760,['CB']
1761,['LB']
1762,"['CDM', 'CM']"
1763,['ST']
1764,"['RM', 'LM', 'LW']"
1765,['CB']
1766,"['CDM', 'CM']"
1767,"['CDM', 'CM']"
1768,"['ST', 'CF', 'CAM']"
1769,"['CB', 'LB']"
1770,"['CB', 'LB']"
1771,['RM']
1772,"['CM', 'CDM']"
1773,"['CF', 'RW', 'CAM']"
1774,"['CB', 'RB']"
1775,"['CDM', 'CM']"
1776,"['LM', 'LWB']"
1777,"['CAM', 'CM']"
1778,"['LWB', 'LM']"
1779,"['LM', 'RM']"
1780,"['CAM', 'LM']"
1781,"['ST', 'LM']"
1782,"['ST', 'RW']"
1783,"['LW', 'RW']"
1784,['ST']
1785,['ST']
1786,['CB']
1787,"['CM', 'CDM']"
1788,['ST']
1789,['RB']
1790,"['LM', 'CAM', 'RM']"
1791,['CB']
1792,"['LM', 'RM', 'LW', 'ST']"
1793,['CB']
1794,['GK']
1795,"['RB', 'LB', 'RM']"
1796,"['CM', 'CDM', 'CB']"
1797,['CB']
1798,"['ST', 'LW']"
1799,['CDM']
1800,"['CAM', 'ST', 'CM']"
1801,"['RM', 'RB']"
1802,['ST']
1803,['CB']
1804,['GK']
1805,"['CAM', 'LW']"
1806,"['LB', 'LM']"
1807,['CAM']
1808,['GK']
1809,['ST']
1810,"['CDM', 'CM']"
1811,"['CM', 'CAM']"
1812,"['CB', 'RB']"
1813,"['CDM', 'CM']"
1814,"['CM', 'CDM']"
1815,"['RB', 'RWB', 'RM']"
1816,['CB']
1817,"['CAM', 'CM']"
1818,"['CAM', 'LM']"
1819,"['CDM', 'CB', 'RB']"
1820,"['LM', 'RM']"
1821,"['CDM', 'CM']"
1822,"['RW', 'LW']"
1823,['GK']
1824,['CDM']
1825,['ST']
1826,"['CDM', 'CM', 'CAM']"
1827,"['ST', 'LW']"
1828,['RM']
1829,['ST']
1830,['CM']
1831,"['CDM', 'RB', 'CM']"
1832,['CB']
1833,['RB']
1834,"['LM', 'RM', 'CF']"
1835,"['CDM', 'CM']"
1836,"['CDM', 'CM']"
1837,['LB']
1838,"['RM', 'LM']"
1839,"['CM', 'CDM']"
1840,['ST']
1841,['GK']
1842,['ST']
1843,['CB']
1844,"['CM', 'RW', 'LM', 'LW']"
1845,['CB']
1846,['ST']
1847,"['CAM', 'CM', 'RW']"
1848,['GK']
1849,"['ST', 'RM', 'RW']"
1850,"['CDM', 'CM']"
1851,"['LW', 'RW']"
1852,['CB']
1853,['ST']
1854,"['CAM', 'CM']"
1855,['CB']
1856,"['RB', 'LB']"
1857,['LB']
1858,"['CDM', 'CM']"
1859,"['RB', 'CDM', 'CB']"
1860,['ST']
1861,"['CAM', 'LM', 'RM']"
1862,['ST']
1863,"['CB', 'CDM']"
1864,['RB']
1865,['ST']
1866,"['LM', 'LW']"
1867,"['CDM', 'CM']"
1868,"['CAM', 'CM']"
1869,"['RM', 'RB']"
1870,"['LB', 'LWB', 'CDM']"
1871,['CB']
1872,['ST']
1873,"['LW', 'LM']"
1874,['LB']
1875,['ST']
1876,['ST']
1877,"['CB', 'RB']"
1878,"['LB', 'LWB']"
1879,"['CDM', 'CM']"
1880,['ST']
1881,['CB']
1882,['CB']
1883,"['CM', 'CDM']"
1884,['ST']
1885,['ST']
1886,['CB']
1887,['CB']
1888,['GK']
1889,"['CB', 'LB']"
1890,['CB']
1891,['GK']
1892,"['RB', 'RM']"
1893,['LW']
1894,"['RM', 'RW']"
1895,"['CM', 'RM', 'CDM']"
1896,['LM']
1897,"['CF', 'ST', 'CAM']"
1898,"['CDM', 'CM']"
1899,['CB']
1900,['ST']
1901,['GK']
1902,"['CDM', 'CM', 'RB']"
1903,['CB']
1904,['GK']
1905,"['CDM', 'CM']"
1906,['ST']
1907,['CB']
1908,"['CB', 'CDM']"
1909,['CM']
1910,"['CM', 'CAM', 'CDM']"
1911,['CB']
1912,"['LB', 'LWB']"
1913,['CB']
1914,['CB']
1915,"['CDM', 'CM']"
1916,"['RB', 'RWB']"
1917,['CM']
1918,"['CM', 'LW']"
1919,"['CB', 'LB']"
1920,"['RM', 'CF']"
1921,"['RWB', 'RM']"
1922,"['CM', 'RB']"
1923,"['LM', 'RM']"
1924,"['RM', 'CM', 'CAM', 'LM']"
1925,['CB']
1926,"['CB', 'LB']"
1927,"['CM', 'CDM']"
1928,"['LW', 'RW']"
1929,"['CM', 'CDM', 'CAM']"
1930,"['LM', 'CAM', 'CM']"
1931,"['ST', 'CF']"
1932,"['CDM', 'CM', 'CAM']"
1933,"['CAM', 'CM', 'LM', 'RM']"
1934,"['CDM', 'CM']"
1935,"['CM', 'LM', 'CAM', 'RW']"
1936,"['CB', 'RB']"
1937,"['CAM', 'CM']"
1938,"['CAM', 'CM']"
1939,['ST']
1940,"['RB', 'RWB']"
1941,"['CM', 'CDM']"
1942,['CB']
1943,"['LB', 'LWB']"
1944,['ST']
1945,['LB']
1946,"['LW', 'ST', 'RW', 'LM']"
1947,['CB']
1948,['CB']
1949,"['CAM', 'LM']"
1950,['CM']
1951,['GK']
1952,"['ST', 'LM', 'CF']"
1953,"['CM', 'CDM']"
1954,['CM']
1955,"['CB', 'CDM']"
1956,['ST']
1957,['LB']
1958,"['RB', 'RWB']"
1959,['ST']
1960,['ST']
1961,['LB']
1962,"['LB', 'LM']"
1963,['GK']
1964,['GK']
1965,"['RM', 'LM']"
1966,['LB']
1967,['GK']
1968,['ST']
1969,"['CDM', 'CM']"
1970,['CB']
1971,['GK']
1972,['GK']
1973,"['CDM', 'CAM', 'RM', 'ST']"
1974,['CAM']
1975,['RB']
1976,"['CB', 'RB', 'LB']"
1977,['RM']
1978,"['ST', 'RM', 'LM']"
1979,['CB']
1980,"['CB', 'LB']"
1981,"['ST', 'CF']"
1982,"['CB', 'CDM']"
1983,"['ST', 'LW']"
1984,['ST']
1985,['CB']
1986,"['CM', 'CAM']"
1987,"['CB', 'LB']"
1988,"['CM', 'CDM']"
1989,"['CM', 'CDM']"
1990,['LB']
1991,"['CM', 'CDM']"
1992,['ST']
1993,['CDM']
1994,"['LB', 'LM', 'CAM']"
1995,"['CDM', 'CM']"
1996,"['CAM', 'LM', 'CM']"
1997,['CM']
1998,"['CM', 'CDM']"
1999,"['LM', 'RM']"
2000,['CB']
2001,"['RW', 'RM']"
2002,"['RM', 'RW']"
2003,"['CB', 'LB']"
2004,['ST']
2005,['LB']
2006,"['CDM', 'CB']"
2007,"['RM', 'CAM', 'LM']"
2008,['LB']
2009,"['CDM', 'CM']"
2010,"['CDM', 'CM']"
2011,"['CDM', 'CM']"
2012,['CB']
2013,['CB']
2014,['CM']
2015,"['CAM', 'CM', 'RM']"
2016,['LB']
2017,['GK']
2018,['CB']
2019,['LB']
2020,['GK']
2021,"['CM', 'CDM']"
2022,"['CB', 'LB']"
2023,['LM']
2024,"['RB', 'RWB']"
2025,['ST']
2026,"['CB', 'LB']"
2027,"['CM', 'CAM', 'CDM']"
2028,['RB']
2029,"['LB', 'LWB']"
2030,"['RW', 'ST', 'LW']"
2031,['ST']
2032,"['CDM', 'CM']"
2033,"['ST', 'CAM', 'LM', 'RM']"
2034,['CB']
2035,['ST']
2036,['GK']
2037,"['LM', 'CAM']"
2038,"['RW', 'ST']"
2039,['GK']
2040,['GK']
2041,"['RB', 'RM']"
2042,"['LM', 'CAM']"
2043,"['LB', 'LM']"
2044,"['RB', 'LB', 'RM']"
2045,"['LM', 'CAM', 'CM', 'CF']"
2046,['CB']
2047,['CB']
2048,['GK']
2049,"['ST', 'RM', 'LM']"
2050,"['RM', 'LM']"
2051,"['RB', 'RM']"
2052,['GK']
2053,"['CAM', 'CM', 'LW']"
2054,"['RM', 'CAM', 'LM']"
2055,['CB']
2056,['RB']
2057,['CB']
2058,"['CAM', 'RM', 'LM']"
2059,['ST']
2060,['RB']
2061,['CB']
2062,"['CAM', 'RM', 'LM']"
2063,['CB']
2064,['CB']
2065,"['CB', 'CDM', 'LB']"
2066,"['CM', 'CAM']"
2067,['ST']
2068,"['CDM', 'CM']"
2069,"['CF', 'CAM']"
2070,"['CM', 'CDM']"
2071,"['LB', 'LM']"
2072,"['CDM', 'CM', 'CB']"
2073,['CB']
2074,['GK']
2075,['CB']
2076,"['RB', 'LW', 'LB', 'RW']"
2077,['LB']
2078,"['RW', 'CM']"
2079,"['CB', 'CDM']"
2080,['CB']
2081,"['CDM', 'CM']"
2082,"['RB', 'CB']"
2083,"['CAM', 'CM']"
2084,"['RM', 'LM']"
2085,"['LM', 'CAM']"
2086,['GK']
2087,"['CDM', 'CM']"
2088,"['RW', 'LW', 'RM']"
2089,"['ST', 'LW']"
2090,['GK']
2091,['GK']
2092,"['CAM', 'CM', 'LW', 'RW']"
2093,"['CAM', 'ST', 'RM']"
2094,"['CB', 'LB']"
2095,"['CDM', 'CM']"
2096,"['CAM', 'CM']"
2097,"['CM', 'CDM', 'CAM']"
2098,"['ST', 'RM']"
2099,"['LWB', 'LB']"
2100,['ST']
2101,['CAM']
2102,['CM']
2103,"['CM', 'CDM', 'CAM']"
2104,"['CDM', 'CM']"
2105,['CB']
2106,"['CB', 'LB']"
2107,['ST']
2108,"['ST', 'LW']"
2109,"['CB', 'RB']"
2110,['CB']
2111,"['LM', 'RM', 'LW']"
2112,['GK']
2113,['LB']
2114,"['CM', 'CDM']"
2115,"['CB', 'RB']"
2116,['ST']
2117,['CB']
2118,"['ST', 'CAM']"
2119,['CB']
2120,['CB']
2121,['ST']
2122,['GK']
2123,['ST']
2124,['GK']
2125,['GK']
2126,['CDM']
2127,"['CDM', 'CM']"
2128,['CB']
2129,['CB']
2130,['ST']
2131,['CB']
2132,"['RM', 'LM', 'ST']"
2133,"['ST', 'LM']"
2134,['GK']
2135,"['RM', 'CAM', 'LM']"
2136,"['CM', 'CAM']"
2137,['LB']
2138,"['CB', 'CDM', 'RB']"
2139,['LB']
2140,"['CB', 'RB']"
2141,"['CDM', 'CM']"
2142,"['CDM', 'CM']"
2143,['CM']
2144,"['RW', 'LW', 'CAM', 'RM']"
2145,['ST']
2146,['ST']
2147,['CDM']
2148,['RB']
2149,"['CM', 'CDM']"
2150,['CB']
2151,['RM']
2152,['GK']
2153,['GK']
2154,['CB']
2155,['ST']
2156,"['LB', 'RB']"
2157,"['CAM', 'CM']"
2158,"['ST', 'RW']"
2159,['RM']
2160,"['CM', 'CDM']"
2161,['CB']
2162,['RM']
2163,['CM']
2164,"['LM', 'CAM', 'RM']"
2165,['CM']
2166,"['LM', 'RM', 'ST']"
2167,['CB']
2168,"['CM', 'CDM', 'RW']"
2169,"['CAM', 'RM', 'LM']"
2170,['CAM']
2171,"['RM', 'LM']"
2172,"['LB', 'LM']"
2173,['CAM']
2174,"['CB', 'CDM']"
2175,['RB']
2176,['GK']
2177,['CM']
2178,"['ST', 'CAM']"
2179,['GK']
2180,"['RB', 'CM']"
2181,['GK']
2182,['CB']
2183,['CB']
