,position
13467,['ST']
13468,['LB']
13469,['ST']
13470,['ST']
13471,"['LB', 'CB', 'LM']"
13472,"['RB', 'RWB']"
13473,"['RM', 'CAM', 'CM']"
13474,['GK']
13475,"['CAM', 'RM']"
13476,"['CM', 'RM']"
13477,"['LB', 'LWB']"
13478,"['CDM', 'CM']"
13479,"['LB', 'CM']"
13480,['CB']
13481,['CAM']
13482,"['CF', 'CAM']"
13483,"['RM', 'LM', 'CAM']"
13484,['GK']
13485,['RM']
13486,"['CB', 'CDM']"
13487,['LB']
13488,"['CB', 'CM']"
13489,"['RB', 'LB']"
13490,"['CM', 'CDM']"
13491,"['LM', 'RM', 'CM']"
13492,['RW']
13493,['CM']
13494,"['CB', 'CDM']"
13495,['GK']
13496,"['LM', 'ST', 'CAM']"
13497,"['LW', 'RW']"
13498,['CB']
13499,['LM']
13500,['CB']
13501,"['ST', 'LW', 'RW']"
13502,"['LB', 'CDM']"
13503,"['CDM', 'CAM', 'LM']"
13504,['CM']
13505,"['CM', 'CDM']"
13506,['RB']
13507,['ST']
13508,['CM']
13509,"['ST', 'CM']"
13510,"['RW', 'ST']"
13511,['LW']
13512,"['LM', 'RM']"
13513,['CM']
13514,"['RB', 'LB']"
13515,"['RB', 'LB']"
13516,"['LB', 'LM']"
13517,['ST']
13518,['LB']
13519,['CM']
13520,"['LB', 'LM']"
13521,['CB']
13522,['LB']
13523,['CAM']
13524,['CM']
13525,"['RM', 'LM']"
13526,"['LB', 'LWB']"
13527,"['CM', 'CDM']"
13528,['CF']
13529,['CAM']
13530,['CM']
13531,['ST']
13532,['GK']
13533,['ST']
13534,"['CB', 'CDM', 'CM']"
13535,['CB']
13536,"['RM', 'LM']"
13537,"['ST', 'CF']"
13538,['RM']
13539,['CM']
13540,"['RB', 'RM']"
13541,['LM']
13542,['LM']
13543,"['CM', 'CAM']"
13544,['CB']
13545,['LM']
13546,['CB']
13547,"['LM', 'LB']"
13548,['CB']
13549,"['LM', 'LW']"
13550,['GK']
13551,['RB']
13552,['ST']
13553,['GK']
13554,"['CM', 'CAM']"
13555,['ST']
13556,['GK']
13557,['LW']
13558,"['RWB', 'CDM']"
13559,['CB']
13560,"['CM', 'CAM', 'LM']"
13561,"['RM', 'ST']"
13562,"['LB', 'LWB']"
13563,"['LWB', 'RWB']"
13564,['CB']
13565,"['RB', 'CB']"
13566,"['RB', 'CB']"
13567,['CDM']
13568,['GK']
13569,['GK']
13570,['GK']
13571,['GK']
13572,"['CM', 'CAM']"
13573,['ST']
13574,"['RW', 'RM']"
13575,"['RW', 'LW', 'ST']"
13576,['CM']
13577,['GK']
13578,"['CM', 'CDM']"
13579,['RB']
13580,['ST']
13581,"['CAM', 'CM']"
13582,['ST']
13583,['RB']
13584,['ST']
13585,"['CB', 'CDM', 'CM']"
13586,['CB']
13587,"['CM', 'CDM', 'RB']"
13588,['ST']
13589,"['RM', 'CM', 'LM']"
13590,['CB']
13591,['GK']
13592,"['LB', 'LM', 'CM']"
13593,"['LB', 'CB']"
13594,['CB']
13595,"['LM', 'RM', 'CM']"
13596,['GK']
13597,['LB']
13598,['CB']
13599,"['LW', 'ST', 'LWB']"
13600,"['CM', 'CDM', 'CAM']"
13601,['CB']
13602,"['CDM', 'CB', 'CM']"
13603,['CB']
13604,"['LM', 'RM']"
13605,"['LM', 'RM']"
13606,['CB']
13607,"['CDM', 'CM']"
13608,['CB']
13609,['RB']
13610,['ST']
13611,['LB']
13612,['GK']
13613,"['LWB', 'LM']"
13614,"['ST', 'LM', 'CAM']"
13615,['CDM']
13616,"['CB', 'RB']"
13617,"['CB', 'RB']"
13618,['GK']
13619,"['RM', 'LM']"
13620,['GK']
13621,['CB']
13622,"['CM', 'CDM']"
13623,['ST']
13624,"['RB', 'CB']"
13625,['LB']
13626,['RM']
13627,['LB']
13628,['CM']
13629,['CB']
13630,['CB']
13631,"['RB', 'LB', 'CB']"
13632,"['CM', 'CAM', 'RM', 'LM']"
13633,"['CM', 'RB']"
13634,['CB']
13635,['GK']
13636,"['RB', 'LB']"
13637,['ST']
13638,['GK']
13639,"['LB', 'LM']"
13640,['GK']
13641,"['RM', 'LM', 'ST']"
13642,['CM']
13643,"['RB', 'CB']"
13644,['ST']
13645,"['CM', 'CAM']"
13646,['CDM']
13647,"['LM', 'CM']"
13648,['CB']
13649,"['RM', 'LM']"
13650,['RB']
13651,"['ST', 'RM', 'LM']"
13652,['ST']
13653,['CB']
13654,['ST']
13655,"['RM', 'LM']"
13656,"['RB', 'LB']"
13657,['RB']
13658,"['RB', 'CB']"
13659,['CAM']
13660,['GK']
13661,"['LB', 'LWB']"
13662,['GK']
13663,['CB']
13664,['ST']
13665,['RM']
13666,"['CB', 'CDM']"
13667,['GK']
13668,['GK']
13669,"['LM', 'RM']"
13670,"['LM', 'RM', 'CM', 'CB']"
13671,['CB']
13672,"['RM', 'LM']"
13673,['CB']
13674,"['CM', 'CDM']"
13675,"['LB', 'RB']"
13676,"['CM', 'CAM']"
13677,"['RW', 'LW']"
13678,['GK']
13679,['ST']
13680,"['CM', 'LM', 'RM']"
13681,"['RB', 'RM']"
13682,['CB']
13683,['CB']
13684,"['LM', 'CM']"
13685,"['CAM', 'CM']"
13686,['RB']
13687,['CB']
13688,['ST']
13689,"['LM', 'CAM']"
13690,['LM']
13691,"['LM', 'CM']"
13692,['CB']
13693,['RB']
13694,"['RM', 'LM']"
13695,"['CM', 'CDM']"
13696,['GK']
13697,"['RM', 'CAM']"
13698,"['CM', 'CDM']"
13699,['GK']
13700,['GK']
13701,"['CB', 'LB']"
13702,['RB']
13703,['ST']
13704,['ST']
13705,"['CDM', 'CB']"
13706,"['CB', 'LB']"
13707,"['ST', 'RM']"
13708,['ST']
13709,['CM']
13710,"['CM', 'CDM']"
13711,['CAM']
13712,['GK']
13713,['ST']
13714,"['LB', 'CB']"
13715,"['CAM', 'CM']"
13716,['ST']
13717,"['LM', 'ST']"
13718,"['LB', 'RB']"
13719,"['LB', 'RB']"
13720,['GK']
13721,['CM']
13722,['CB']
13723,['ST']
13724,['GK']
13725,"['CAM', 'LM', 'ST']"
13726,"['LM', 'RM']"
13727,['ST']
13728,"['CDM', 'CM']"
13729,"['RB', 'LB', 'RM']"
13730,"['CAM', 'CM']"
13731,"['RW', 'ST']"
13732,['GK']
13733,['ST']
13734,"['CM', 'CAM']"
13735,['CB']
13736,"['CM', 'RM']"
13737,"['LWB', 'LM']"
13738,"['CDM', 'CB']"
13739,"['CDM', 'CM']"
13740,['CB']
13741,['GK']
13742,['RM']
13743,"['CM', 'CB', 'RB']"
13744,['LB']
13745,['ST']
13746,"['LM', 'RM']"
13747,['ST']
13748,"['CM', 'RM']"
13749,"['CDM', 'LB']"
13750,"['LM', 'LB']"
13751,"['LM', 'RM']"
13752,['ST']
13753,['CAM']
13754,['CM']
13755,['ST']
13756,"['RB', 'RM']"
13757,['ST']
13758,['ST']
13759,['RB']
13760,"['CAM', 'CM']"
13761,"['LM', 'LWB']"
13762,['ST']
13763,"['RM', 'ST']"
13764,['CB']
13765,['CM']
13766,"['RM', 'CM', 'CF']"
13767,"['RM', 'ST', 'RW']"
13768,"['CB', 'LB']"
13769,"['CM', 'CB']"
13770,"['CM', 'CB']"
13771,['LB']
13772,"['LW', 'CM']"
13773,['CB']
13774,['CB']
13775,['ST']
13776,['RB']
13777,['CM']
13778,['GK']
13779,['GK']
13780,['CB']
13781,['ST']
13782,['LB']
13783,['CB']
13784,"['RB', 'LB']"
13785,"['CM', 'CAM']"
13786,['RM']
13787,['RB']
13788,['LB']
13789,"['ST', 'LM']"
13790,"['CB', 'RB']"
13791,['CM']
13792,"['CAM', 'CM']"
13793,['RB']
13794,"['CB', 'CDM']"
13795,"['RW', 'LW']"
13796,['CB']
13797,"['CDM', 'CM']"
13798,['LB']
13799,['GK']
13800,['RB']
13801,['LM']
13802,['CDM']
13803,['RB']
13804,"['CDM', 'LB']"
13805,['CAM']
13806,['CB']
13807,"['CM', 'RM', 'CDM']"
13808,"['RB', 'RWB', 'CB']"
13809,['CB']
13810,"['LWB', 'LB']"
13811,['CM']
13812,"['CB', 'LB']"
13813,"['CAM', 'LM']"
13814,"['CAM', 'ST']"
13815,"['CAM', 'CM', 'LM']"
13816,"['CM', 'CDM']"
13817,['ST']
13818,"['RM', 'LM']"
13819,"['CM', 'CDM']"
13820,['GK']
13821,['GK']
13822,"['RB', 'CB']"
13823,['CM']
13824,"['CAM', 'CM']"
13825,['ST']
13826,['CB']
13827,['LB']
13828,"['CDM', 'CM']"
13829,['CB']
13830,"['RW', 'RM', 'CAM']"
13831,"['CAM', 'CM', 'LM']"
13832,"['CB', 'CDM']"
13833,['LM']
13834,"['LWB', 'LM']"
13835,['GK']
13836,['CM']
13837,['GK']
13838,['ST']
13839,"['ST', 'LM']"
13840,['GK']
13841,"['CM', 'CAM']"
13842,"['CDM', 'CB']"
13843,"['CB', 'CDM']"
13844,['RM']
13845,"['ST', 'RW']"
13846,['ST']
13847,['LB']
13848,"['CM', 'LM', 'CAM']"
13849,"['RM', 'LM', 'CM']"
13850,"['LW', 'LM', 'RM']"
13851,['GK']
13852,"['CB', 'RB']"
13853,"['CM', 'CDM']"
13854,['GK']
13855,"['RB', 'LB']"
13856,['GK']
13857,['RB']
13858,"['CM', 'ST']"
13859,['CB']
13860,['CB']
13861,['GK']
13862,"['RW', 'LW', 'RM']"
13863,"['LM', 'LB']"
13864,"['CAM', 'CM']"
13865,['CM']
13866,['ST']
13867,"['LM', 'LW', 'CF']"
13868,['ST']
13869,['CAM']
13870,"['CB', 'CM']"
13871,['RB']
13872,['RB']
13873,['GK']
13874,"['CM', 'RM', 'LM']"
13875,['ST']
13876,"['RM', 'LM']"
13877,['LB']
13878,['ST']
13879,['CB']
13880,"['CM', 'CDM']"
13881,['GK']
13882,"['LM', 'RM']"
13883,"['ST', 'RM']"
13884,"['CM', 'CB']"
13885,['CM']
13886,"['CAM', 'CF']"
13887,"['CDM', 'CM']"
13888,"['CM', 'CDM']"
13889,['LB']
13890,['GK']
13891,"['LW', 'LM']"
13892,"['CM', 'CDM']"
13893,"['RM', 'LM']"
13894,['CDM']
13895,['ST']
13896,"['LM', 'RM', 'CAM']"
13897,"['LM', 'RM']"
13898,['CAM']
13899,"['LW', 'LM', 'RW', 'ST']"
13900,['ST']
13901,['CB']
13902,"['CB', 'RB', 'CDM']"
13903,['CM']
13904,"['CB', 'LB', 'RB']"
13905,"['CB', 'CDM']"
13906,['CM']
13907,"['ST', 'RM']"
13908,['GK']
13909,"['CM', 'CDM', 'CAM']"
13910,"['CB', 'LB']"
13911,['ST']
13912,"['CM', 'RB']"
13913,['ST']
13914,['LB']
13915,['GK']
13916,['CB']
13917,"['LM', 'CM']"
13918,['GK']
13919,"['RWB', 'CB']"
13920,"['CDM', 'CM', 'RM']"
13921,"['RM', 'LM']"
13922,['CB']
13923,['CB']
13924,['CM']
13925,['LW']
13926,"['CB', 'LB']"
13927,['ST']
13928,['LB']
13929,['LB']
13930,['GK']
13931,"['LB', 'ST']"
13932,['LB']
13933,['GK']
13934,['RM']
13935,"['ST', 'LM']"
13936,"['RM', 'CM']"
13937,"['LM', 'RM']"
13938,['GK']
13939,['RB']
13940,"['CAM', 'RM']"
13941,"['CM', 'CDM']"
13942,"['RM', 'RW']"
13943,['CB']
13944,"['LM', 'CM', 'CAM']"
13945,"['CDM', 'CM', 'RB']"
13946,"['CB', 'CDM', 'RB']"
13947,['ST']
13948,"['RB', 'LB']"
13949,['GK']
13950,['ST']
13951,"['CB', 'CDM']"
13952,"['CB', 'CM']"
13953,['GK']
13954,['GK']
13955,['GK']
13956,['ST']
13957,['GK']
13958,"['CM', 'CAM', 'CDM']"
13959,['ST']
13960,"['LB', 'CB', 'CDM']"
13961,"['RM', 'LM']"
13962,"['RM', 'ST', 'CAM']"
13963,"['CDM', 'RB']"
13964,"['CDM', 'CM', 'CAM']"
13965,['CM']
13966,"['CM', 'CB', 'CDM']"
13967,"['CDM', 'CM']"
13968,['GK']
13969,['CB']
13970,"['CM', 'CDM']"
13971,"['CDM', 'CM', 'CAM']"
13972,"['CDM', 'CM']"
13973,"['RM', 'LM', 'CAM']"
13974,"['RM', 'LM', 'CAM']"
13975,['LB']
13976,['LB']
13977,['GK']
13978,['GK']
13979,"['RM', 'RB']"
13980,['LB']
13981,['GK']
13982,['GK']
13983,['RB']
13984,['CB']
13985,"['CM', 'CDM']"
13986,"['RB', 'CDM']"
13987,['ST']
13988,"['RB', 'RM']"
13989,"['RB', 'CB']"
13990,['LB']
13991,"['CB', 'LM']"
13992,['LB']
13993,['ST']
13994,"['ST', 'RW']"
13995,['CM']
13996,"['CB', 'CDM']"
13997,['ST']
13998,['ST']
13999,"['LM', 'CM', 'CAM']"
14000,['RW']
14001,"['CB', 'CDM']"
14002,"['LM', 'RM']"
14003,"['RWB', 'RB', 'RM']"
14004,"['RB', 'RM', 'LM']"
14005,"['CF', 'LM']"
14006,"['LM', 'RM', 'CAM']"
14007,['CB']
14008,['ST']
14009,['ST']
14010,"['ST', 'CAM']"
14011,"['LM', 'LW']"
14012,['ST']
14013,"['ST', 'RM', 'RB']"
14014,['CM']
14015,['CB']
14016,"['CDM', 'CM']"
14017,['ST']
14018,['ST']
14019,"['CDM', 'CM']"
14020,['CM']
14021,"['CAM', 'CM', 'RM']"
14022,['RM']
14023,"['CB', 'LB', 'RB']"
14024,['GK']
14025,['GK']
14026,['CB']
14027,['CB']
14028,['LB']
14029,"['CDM', 'CM']"
14030,['CB']
14031,"['LB', 'LM']"
14032,['CM']
14033,"['RB', 'LB', 'CB']"
14034,['GK']
14035,"['RW', 'ST']"
14036,['GK']
14037,['GK']
14038,"['CB', 'LB', 'LM']"
14039,['RB']
14040,"['LB', 'LM']"
14041,['GK']
14042,['RB']
14043,['CAM']
14044,['GK']
14045,"['LB', 'LM']"
14046,['CB']
14047,"['CDM', 'CB']"
14048,['CM']
14049,"['RM', 'CAM']"
14050,"['RM', 'LM']"
14051,['ST']
14052,"['ST', 'LW']"
14053,"['CM', 'CDM']"
14054,['GK']
14055,"['CM', 'CDM']"
14056,"['CAM', 'ST']"
14057,"['RB', 'RM']"
14058,"['LB', 'LM']"
14059,"['LM', 'CAM']"
14060,['ST']
14061,['LM']
14062,['CB']
14063,"['CB', 'RB']"
14064,"['CAM', 'CF', 'RM']"
14065,['ST']
14066,['LM']
14067,"['LM', 'RM']"
14068,['CM']
14069,"['CDM', 'CB']"
14070,"['ST', 'RW', 'RM']"
14071,"['LM', 'RM', 'CAM']"
14072,"['CM', 'CDM']"
14073,['ST']
14074,"['LW', 'ST']"
14075,['GK']
14076,['GK']
14077,"['RB', 'RWB']"
14078,"['CM', 'CB']"
14079,['LB']
14080,"['RB', 'RWB']"
14081,['ST']
14082,"['CB', 'LB']"
14083,"['CM', 'CDM']"
14084,"['CM', 'CAM']"
14085,"['CDM', 'CM', 'RB']"
14086,"['CM', 'CDM']"
14087,"['CDM', 'CM', 'LM']"
14088,['CB']
14089,['GK']
14090,['CM']
14091,['CB']
14092,['CDM']
14093,['CAM']
14094,['ST']
14095,"['CB', 'CDM']"
14096,"['CM', 'CDM']"
14097,"['CM', 'CAM']"
14098,['GK']
14099,['CAM']
14100,['GK']
14101,['LB']
14102,"['RB', 'CDM']"
14103,['RB']
14104,"['RB', 'RM']"
14105,"['CAM', 'CM']"
14106,['GK']
14107,"['CDM', 'CM', 'RM']"
14108,"['RB', 'LB']"
14109,['CM']
14110,"['CM', 'CDM', 'RM']"
14111,"['CB', 'LB']"
14112,"['CAM', 'ST']"
14113,['CM']
14114,"['CB', 'CDM']"
14115,['CDM']
14116,['CAM']
14117,['CB']
14118,"['CM', 'CDM', 'LB']"
14119,['ST']
14120,['CM']
14121,"['CF', 'RW', 'LW']"
14122,"['RB', 'CDM']"
14123,['GK']
14124,['ST']
14125,['ST']
14126,"['LM', 'CAM']"
14127,"['LM', 'CAM']"
14128,"['CM', 'RB']"
14129,"['CM', 'CAM']"
14130,['ST']
14131,['CAM']
14132,"['LM', 'CAM', 'LW', 'RW']"
14133,['CB']
14134,['CM']
14135,"['CAM', 'LM', 'RM']"
14136,['CB']
14137,['CB']
14138,['LB']
14139,"['LB', 'CB']"
14140,['CB']
14141,"['CM', 'CDM']"
14142,['CM']
14143,['RB']
14144,"['CAM', 'LM']"
14145,"['RW', 'ST']"
14146,['ST']
14147,"['LM', 'RM']"
14148,['CAM']
14149,['ST']
14150,['CB']
14151,['ST']
14152,['LB']
14153,['ST']
14154,"['ST', 'LW']"
14155,['CAM']
14156,['CB']
14157,['GK']
14158,['ST']
14159,['CB']
14160,['CB']
14161,"['LB', 'LM']"
14162,['ST']
14163,['CB']
14164,['CB']
14165,"['CM', 'LM']"
14166,['GK']
14167,"['RM', 'ST']"
14168,"['CB', 'RB', 'CM']"
14169,"['CM', 'LM', 'RM']"
14170,"['RW', 'ST']"
14171,"['CB', 'RB']"
14172,['ST']
14173,"['CM', 'CB']"
14174,"['ST', 'LM', 'RM']"
14175,['CB']
14176,"['RB', 'RM', 'CB']"
14177,['CB']
14178,['CB']
14179,['LB']
14180,"['LM', 'CM']"
14181,['CB']
14182,['CB']
14183,['CB']
14184,"['CM', 'CAM', 'CDM']"
14185,"['LW', 'RW']"
14186,['GK']
14187,['CAM']
14188,"['LM', 'ST']"
14189,"['CAM', 'LM']"
14190,['CB']
14191,['GK']
14192,['GK']
14193,['GK']
14194,['GK']
14195,['ST']
14196,"['CM', 'LM']"
14197,"['CDM', 'CB', 'CM', 'LB']"
14198,"['LB', 'LM']"
14199,"['CAM', 'LM']"
14200,['CDM']
14201,"['RB', 'RM']"
14202,"['CB', 'LB']"
14203,['CB']
14204,"['CDM', 'CM']"
14205,"['CB', 'LB']"
14206,['GK']
14207,['GK']
14208,"['LB', 'LM']"
14209,['ST']
14210,"['LB', 'LWB']"
14211,['CM']
14212,['GK']
14213,"['LM', 'CAM', 'RW']"
14214,['CB']
14215,['CM']
14216,['GK']
14217,"['CM', 'CDM']"
14218,['GK']
14219,"['CDM', 'LM']"
14220,"['CB', 'CDM']"
14221,"['RW', 'LW', 'CF']"
14222,"['LM', 'ST']"
14223,['ST']
14224,['GK']
14225,"['LW', 'LB']"
14226,['CM']
14227,['CB']
14228,['CB']
14229,['CB']
14230,"['RW', 'CAM']"
14231,"['CAM', 'CM', 'RM']"
14232,['CB']
14233,['CB']
14234,['GK']
14235,['GK']
14236,['ST']
14237,"['CAM', 'LWB']"
14238,"['ST', 'LM']"
14239,"['CM', 'LM']"
14240,['CM']
14241,"['RW', 'LW', 'ST']"
14242,['LB']
14243,['RB']
14244,"['LM', 'LB']"
14245,['CDM']
14246,"['CDM', 'CB']"
14247,['CAM']
14248,"['CAM', 'CM', 'RM']"
14249,['CAM']
14250,"['LM', 'CM']"
14251,"['CB', 'RB']"
14252,"['RM', 'LM']"
14253,"['CM', 'CDM', 'RM']"
14254,['GK']
14255,"['CDM', 'CB']"
14256,['GK']
14257,['ST']
14258,"['CB', 'CDM', 'CM']"
14259,['ST']
14260,"['LM', 'CAM']"
14261,['GK']
14262,['RM']
14263,"['CDM', 'CM', 'RM']"
14264,['LB']
14265,"['CDM', 'CB']"
14266,['ST']
14267,"['CDM', 'CM']"
14268,"['CM', 'CDM', 'RM']"
14269,['CB']
14270,['ST']
14271,['GK']
14272,['LM']
14273,['RM']
14274,['LB']
14275,['ST']
14276,"['RM', 'LM']"
14277,['LB']
14278,['GK']
14279,['ST']
14280,['ST']
14281,['RB']
14282,"['CB', 'LB']"
14283,['CDM']
14284,['RB']
14285,['ST']
14286,"['CDM', 'CM']"
14287,"['RM', 'LM']"
14288,['ST']
14289,"['ST', 'CAM']"
14290,['RW']
14291,"['ST', 'LM']"
14292,"['ST', 'CM']"
14293,"['LB', 'LWB']"
14294,['CB']
14295,"['RB', 'RM']"
14296,['ST']
14297,['GK']
14298,"['CM', 'CDM']"
14299,"['ST', 'CAM']"
14300,['CB']
14301,"['ST', 'LW']"
14302,"['LB', 'CB']"
14303,['RB']
14304,"['RW', 'ST']"
14305,"['ST', 'RM']"
14306,['ST']
14307,['ST']
14308,['RM']
14309,['ST']
14310,['CM']
14311,"['LM', 'LB', 'RM']"
14312,['GK']
14313,"['LW', 'RW']"
14314,"['RWB', 'CAM', 'RM']"
14315,"['LB', 'RB']"
14316,"['CB', 'LB']"
14317,['LW']
14318,['ST']
14319,"['CM', 'CDM']"
14320,['RB']
14321,"['RM', 'ST', 'LWB', 'LM']"
14322,"['LM', 'CM', 'RM', 'RB']"
14323,['ST']
14324,['GK']
14325,['ST']
14326,['GK']
14327,"['LB', 'LWB']"
14328,"['CDM', 'CB']"
14329,['RB']
14330,['GK']
14331,['GK']
14332,"['LW', 'RW']"
14333,"['CAM', 'RM']"
14334,"['RM', 'CAM', 'LM']"
14335,['CM']
14336,"['LM', 'RM']"
14337,['LB']
14338,['CB']
14339,['LM']
14340,['ST']
14341,"['CDM', 'CB', 'LB']"
14342,['GK']
14343,['CB']
14344,['GK']
14345,['CB']
14346,"['CM', 'CDM']"
14347,['CM']
14348,"['CM', 'CAM']"
14349,"['ST', 'CAM', 'LM']"
14350,['CB']
14351,"['RM', 'RB']"
14352,['LM']
14353,['LB']
14354,"['CB', 'CDM']"
14355,['GK']
14356,"['RB', 'LB']"
14357,"['CM', 'CAM']"
14358,"['LM', 'RM']"
14359,['LB']
14360,['ST']
14361,['RM']
14362,['ST']
14363,['CB']
14364,"['LM', 'RM']"
14365,['GK']
14366,"['LB', 'LM']"
14367,"['RM', 'RW', 'CAM']"
14368,['CDM']
14369,['RB']
14370,"['ST', 'LM']"
14371,['CAM']
14372,['ST']
14373,['RB']
14374,['GK']
14375,"['RM', 'CM']"
14376,['GK']
14377,['ST']
14378,"['LB', 'LM']"
14379,"['RB', 'RWB']"
14380,['CM']
14381,['CM']
14382,['CM']
14383,['CM']
14384,"['CM', 'CAM']"
14385,['GK']
14386,['CB']
14387,['ST']
14388,"['RM', 'CAM', 'LM']"
14389,['CM']
14390,['CM']
14391,['LB']
14392,['CB']
14393,"['RM', 'CM']"
14394,['LB']
14395,"['CB', 'RB']"
14396,"['CM', 'CDM']"
14397,"['RB', 'CDM']"
14398,"['CAM', 'CM']"
14399,"['ST', 'CB']"
14400,['ST']
14401,['CM']
14402,['GK']
14403,['GK']
14404,['ST']
14405,"['CAM', 'CM', 'LM']"
14406,['ST']
14407,['RW']
14408,['RB']
14409,['GK']
14410,['ST']
14411,"['CAM', 'RM']"
14412,['ST']
14413,"['LM', 'RM']"
14414,['LB']
14415,['RB']
14416,"['RB', 'RWB']"
14417,['CB']
14418,"['LM', 'RM', 'ST']"
14419,['GK']
14420,['GK']
14421,['GK']
14422,"['CM', 'CAM', 'RM']"
14423,['ST']
14424,"['LM', 'CAM']"
14425,['CDM']
14426,"['ST', 'RM']"
14427,['RM']
14428,"['CM', 'RM', 'CAM']"
14429,"['LM', 'CAM']"
14430,['CB']
14431,"['CAM', 'CM']"
14432,['ST']
14433,['ST']
14434,['CB']
14435,['RB']
14436,['RM']
14437,['GK']
14438,"['CB', 'LB']"
14439,['CB']
14440,['CM']
14441,['RM']
14442,"['LB', 'RB', 'CDM']"
14443,"['LM', 'ST']"
14444,"['ST', 'LM']"
14445,['ST']
14446,['GK']
14447,['CM']
14448,['CB']
14449,"['CDM', 'CM']"
14450,['RM']
14451,"['CDM', 'CM', 'RM']"
14452,"['RB', 'LB']"
14453,['RM']
14454,['GK']
14455,['CB']
14456,['CDM']
14457,['GK']
14458,['CB']
14459,['GK']
14460,['CB']
14461,['CB']
14462,"['LM', 'LW', 'RM']"
14463,['GK']
14464,"['CM', 'CDM']"
14465,['LB']
14466,['GK']
14467,"['CAM', 'CM', 'LW']"
14468,"['ST', 'RW', 'LW']"
14469,"['CAM', 'CM', 'ST']"
14470,['ST']
14471,"['LW', 'RW', 'CAM']"
14472,"['ST', 'CAM']"
14473,['GK']
14474,['CB']
14475,['ST']
14476,"['CAM', 'RM']"
14477,"['LM', 'LB']"
14478,['GK']
14479,"['CM', 'CAM']"
14480,"['RM', 'LM']"
14481,['CAM']
14482,"['CM', 'CDM']"
14483,"['CB', 'CDM']"
14484,"['CB', 'CDM']"
14485,['CB']
14486,"['LM', 'CM']"
14487,"['CAM', 'LW']"
14488,"['CDM', 'CB']"
14489,['CM']
14490,"['RB', 'LB']"
14491,"['CDM', 'CM', 'CB']"
14492,['CB']
14493,['CDM']
14494,['GK']
14495,"['LM', 'RM', 'CAM']"
14496,"['CDM', 'RB', 'CM']"
14497,"['CM', 'CB']"
14498,"['RM', 'LM']"
14499,"['CM', 'CDM']"
14500,['ST']
14501,"['CDM', 'CM', 'CB']"
14502,"['LWB', 'LB']"
14503,['GK']
14504,['CB']
14505,"['CAM', 'ST', 'RM']"
14506,['CB']
14507,"['RM', 'ST']"
14508,['GK']
14509,"['CM', 'CDM']"
14510,['LWB']
14511,"['CDM', 'RB']"
14512,['CB']
14513,['GK']
14514,['ST']
14515,['GK']
14516,"['RM', 'RB']"
14517,"['CAM', 'CM']"
14518,['CM']
14519,"['LM', 'RM']"
14520,['CB']
14521,['RW']
14522,['CB']
14523,"['CM', 'CDM', 'ST']"
14524,['ST']
14525,"['RW', 'RM']"
14526,['ST']
14527,['ST']
14528,['ST']
14529,['CB']
14530,['CM']
14531,"['CM', 'LM']"
14532,['CB']
14533,['GK']
14534,['CB']
14535,['CB']
14536,['GK']
14537,['CDM']
14538,['RM']
14539,['GK']
14540,['GK']
14541,"['LM', 'RM', 'CM']"
14542,['CB']
14543,['GK']
14544,"['CAM', 'CM']"
14545,['CAM']
14546,"['RM', 'LM']"
14547,"['RB', 'LB', 'RM']"
14548,"['LM', 'RM', 'RB']"
14549,"['LB', 'LWB']"
14550,"['ST', 'CF']"
14551,"['CM', 'RB']"
14552,['RM']
14553,"['CM', 'CAM']"
14554,['LM']
14555,"['CB', 'CDM']"
14556,['CB']
14557,['RB']
14558,['LW']
14559,['RB']
14560,"['CDM', 'CM']"
14561,"['CB', 'RB']"
14562,"['CB', 'LB']"
14563,"['CM', 'CAM']"
14564,['GK']
14565,"['LM', 'RM', 'CF']"
14566,"['CB', 'LB']"
14567,"['RB', 'LB']"
14568,"['CM', 'CAM']"
14569,['LB']
14570,['ST']
14571,['ST']
14572,"['LB', 'RB', 'RM']"
14573,['CDM']
14574,['ST']
14575,['LB']
14576,"['CB', 'LB']"
14577,"['LM', 'CAM', 'ST']"
14578,['ST']
14579,"['LB', 'RB', 'RWB']"
14580,['CM']
14581,"['RB', 'RM']"
14582,"['CM', 'RM']"
14583,"['CAM', 'RM']"
14584,"['CM', 'CDM', 'RM']"
14585,['CAM']
14586,['CAM']
14587,"['RB', 'CB']"
14588,"['CAM', 'CF', 'LW']"
14589,"['RM', 'LM', 'ST']"
14590,"['RB', 'CDM', 'CB']"
14591,['CM']
14592,['CB']
14593,"['CM', 'LB']"
14594,['RB']
14595,"['RB', 'CB', 'LB']"
14596,['LM']
14597,['CB']
14598,"['CM', 'CDM', 'CAM']"
14599,"['CDM', 'CM']"
14600,['GK']
14601,"['CDM', 'CM', 'CAM']"
14602,['CDM']
14603,['ST']
14604,['CAM']
14605,"['CM', 'CDM']"
14606,['CB']
14607,['ST']
14608,"['RB', 'CAM']"
14609,"['LB', 'LM']"
14610,"['LW', 'CAM', 'CM', 'RB']"
14611,['CDM']
14612,['ST']
14613,"['CB', 'RB']"
14614,"['CDM', 'CM']"
14615,"['CM', 'CDM']"
14616,['CB']
14617,"['ST', 'RM']"
14618,['LB']
14619,"['CDM', 'CM']"
14620,['CB']
14621,['RB']
14622,"['CB', 'LB', 'RB']"
14623,"['CDM', 'CM', 'CB']"
14624,"['CM', 'CDM']"
