,Weight
14161,76kg
14162,84kg
14163,87kg
14164,85kg
14165,60kg
14166,72kg
14167,70kg
14168,83kg
14169,73kg
14170,72kg
14171,74kg
14172,81kg
14173,76kg
14174,75kg
14175,86kg
14176,76kg
14177,76kg
14178,76kg
14179,77kg
14180,74kg
14181,75kg
14182,86kg
14183,74kg
14184,55kg
14185,67kg
14186,83kg
14187,67kg
14188,74kg
14189,72kg
14190,78kg
14191,75kg
14192,83kg
14193,84kg
14194,82kg
14195,75kg
14196,68kg
14197,72kg
14198,68kg
14199,74kg
14200,70kg
14201,78kg
14202,68kg
14203,86kg
14204,75kg
14205,70kg
14206,87kg
14207,81kg
14208,68kg
14209,65kg
14210,80kg
14211,73kg
14212,88kg
14213,64kg
14214,79kg
14215,76kg
14216,82kg
14217,77kg
14218,87kg
14219,74kg
14220,83kg
14221,63kg
14222,73kg
14223,75kg
14224,93kg
14225,74kg
14226,72kg
14227,76kg
14228,80kg
14229,80kg
14230,62kg
14231,64kg
14232,95kg
14233,84kg
14234,69kg
14235,82kg
14236,82kg
14237,63kg
14238,66kg
14239,66kg
14240,66kg
14241,76kg
14242,70kg
14243,68kg
14244,65kg
14245,61kg
14246,79kg
14247,67kg
14248,68kg
14249,70kg
14250,79kg
14251,88kg
14252,76kg
14253,72kg
14254,81kg
14255,84kg
14256,86kg
14257,75kg
14258,72kg
14259,76kg
14260,68kg
14261,78kg
14262,68kg
14263,77kg
14264,87kg
14265,70kg
14266,83kg
14267,68kg
14268,71kg
14269,80kg
14270,84kg
14271,84kg
14272,66kg
14273,75kg
14274,75kg
14275,78kg
14276,76kg
14277,77kg
14278,75kg
14279,64kg
14280,64kg
14281,72kg
14282,79kg
14283,74kg
14284,62kg
14285,70kg
14286,69kg
14287,69kg
14288,75kg
14289,73kg
14290,71kg
14291,76kg
14292,61kg
14293,70kg
14294,93kg
14295,75kg
14296,60kg
14297,88kg
14298,68kg
14299,71kg
14300,70kg
14301,77kg
14302,75kg
14303,62kg
14304,66kg
14305,82kg
14306,84kg
14307,69kg
14308,66kg
14309,79kg
14310,67kg
14311,67kg
14312,82kg
14313,70kg
14314,77kg
14315,68kg
14316,73kg
14317,70kg
14318,81kg
14319,71kg
14320,69kg
14321,69kg
14322,64kg
14323,69kg
14324,83kg
14325,75kg
14326,79kg
14327,79kg
14328,82kg
14329,78kg
14330,83kg
14331,83kg
14332,65kg
14333,70kg
14334,75kg
14335,64kg
14336,70kg
14337,85kg
14338,86kg
14339,75kg
14340,89kg
14341,64kg
14342,78kg
14343,88kg
14344,79kg
14345,78kg
14346,68kg
14347,64kg
14348,83kg
14349,65kg
14350,81kg
14351,74kg
14352,73kg
14353,65kg
14354,77kg
14355,78kg
14356,75kg
14357,62kg
14358,70kg
14359,72kg
14360,83kg
14361,65kg
14362,81kg
14363,70kg
14364,70kg
14365,85kg
14366,71kg
14367,74kg
14368,60kg
14369,71kg
14370,72kg
14371,71kg
14372,85kg
14373,61kg
14374,89kg
14375,74kg
14376,70kg
14377,75kg
14378,71kg
14379,77kg
14380,75kg
14381,79kg
14382,79kg
14383,68kg
14384,62kg
14385,84kg
14386,82kg
14387,84kg
14388,77kg
14389,71kg
14390,68kg
14391,56kg
14392,75kg
14393,70kg
14394,81kg
14395,69kg
14396,87kg
14397,70kg
14398,75kg
14399,80kg
14400,80kg
14401,78kg
14402,78kg
14403,86kg
14404,72kg
14405,71kg
14406,74kg
14407,73kg
14408,72kg
14409,72kg
14410,64kg
14411,73kg
14412,82kg
14413,70kg
14414,65kg
14415,73kg
14416,58kg
14417,82kg
14418,80kg
14419,77kg
14420,92kg
14421,85kg
14422,67kg
14423,84kg
14424,68kg
14425,81kg
14426,70kg
14427,66kg
14428,61kg
14429,69kg
14430,83kg
14431,70kg
14432,74kg
14433,74kg
14434,76kg
14435,73kg
14436,66kg
14437,83kg
14438,76kg
14439,80kg
14440,75kg
14441,65kg
14442,70kg
14443,76kg
14444,73kg
14445,77kg
14446,75kg
14447,79kg
14448,77kg
14449,77kg
14450,69kg
14451,66kg
14452,72kg
14453,54kg
14454,90kg
14455,75kg
14456,84kg
14457,78kg
14458,78kg
14459,75kg
14460,84kg
14461,78kg
14462,72kg
14463,83kg
14464,66kg
14465,67kg
14466,91kg
14467,72kg
14468,64kg
14469,80kg
14470,84kg
14471,74kg
14472,74kg
14473,76kg
14474,80kg
14475,70kg
14476,63kg
14477,71kg
14478,82kg
14479,81kg
14480,60kg
14481,68kg
14482,74kg
14483,75kg
14484,75kg
14485,89kg
14486,70kg
14487,71kg
14488,77kg
14489,69kg
14490,76kg
14491,81kg
14492,79kg
14493,75kg
14494,84kg
14495,71kg
14496,68kg
14497,72kg
14498,80kg
14499,79kg
14500,77kg
14501,76kg
14502,75kg
14503,77kg
14504,89kg
14505,64kg
14506,72kg
14507,72kg
14508,76kg
14509,65kg
14510,77kg
14511,74kg
14512,70kg
14513,75kg
14514,73kg
14515,94kg
14516,79kg
14517,70kg
14518,67kg
14519,78kg
14520,77kg
14521,68kg
14522,82kg
14523,81kg
14524,78kg
14525,78kg
14526,75kg
14527,70kg
14528,80kg
14529,68kg
14530,76kg
14531,73kg
14532,84kg
14533,88kg
14534,74kg
14535,74kg
14536,84kg
14537,72kg
14538,72kg
14539,83kg
14540,92kg
14541,73kg
14542,77kg
14543,67kg
14544,62kg
14545,65kg
14546,68kg
14547,68kg
14548,74kg
14549,72kg
14550,81kg
14551,73kg
14552,72kg
14553,75kg
14554,67kg
14555,75kg
14556,78kg
14557,70kg
14558,70kg
14559,80kg
14560,79kg
14561,79kg
14562,78kg
14563,70kg
14564,78kg
14565,67kg
14566,85kg
14567,72kg
14568,75kg
14569,75kg
14570,72kg
14571,83kg
14572,64kg
14573,76kg
14574,70kg
14575,63kg
14576,74kg
14577,66kg
14578,79kg
14579,74kg
14580,67kg
14581,80kg
14582,78kg
14583,75kg
14584,78kg
14585,74kg
14586,74kg
14587,78kg
14588,64kg
14589,60kg
14590,71kg
14591,73kg
14592,74kg
14593,65kg
14594,69kg
14595,71kg
14596,74kg
14597,76kg
14598,71kg
14599,66kg
14600,88kg
14601,80kg
14602,75kg
14603,79kg
14604,70kg
14605,79kg
14606,79kg
14607,72kg
14608,75kg
14609,75kg
14610,72kg
14611,77kg
14612,76kg
14613,73kg
14614,78kg
14615,68kg
14616,70kg
14617,76kg
14618,69kg
14619,75kg
14620,79kg
14621,71kg
14622,70kg
14623,79kg
14624,67kg
14625,74kg
14626,82kg
14627,76kg
14628,66kg
14629,78kg
14630,82kg
14631,72kg
14632,62kg
14633,62kg
14634,75kg
14635,75kg
14636,73kg
14637,73kg
14638,79kg
14639,67kg
14640,91kg
14641,68kg
14642,71kg
14643,73kg
14644,106kg
14645,67kg
14646,67kg
14647,70kg
14648,78kg
14649,78kg
14650,67kg
14651,74kg
14652,83kg
14653,61kg
14654,69kg
14655,72kg
14656,66kg
14657,76kg
14658,74kg
14659,73kg
14660,87kg
14661,75kg
14662,73kg
14663,84kg
14664,68kg
14665,78kg
14666,87kg
14667,67kg
14668,78kg
14669,75kg
14670,76kg
14671,63kg
14672,83kg
14673,64kg
14674,66kg
14675,66kg
14676,76kg
14677,73kg
14678,71kg
14679,77kg
14680,62kg
14681,75kg
14682,70kg
14683,72kg
14684,78kg
14685,78kg
14686,64kg
14687,90kg
14688,90kg
14689,70kg
14690,65kg
14691,65kg
14692,60kg
14693,75kg
14694,80kg
14695,53kg
14696,79kg
14697,86kg
14698,84kg
14699,70kg
14700,72kg
14701,80kg
14702,77kg
14703,73kg
14704,75kg
14705,76kg
14706,60kg
14707,71kg
14708,78kg
14709,68kg
14710,81kg
14711,78kg
14712,74kg
14713,76kg
14714,70kg
14715,73kg
14716,74kg
14717,84kg
14718,64kg
14719,78kg
14720,71kg
14721,83kg
14722,77kg
14723,88kg
14724,70kg
14725,78kg
14726,72kg
14727,71kg
14728,72kg
14729,74kg
14730,73kg
14731,77kg
14732,80kg
14733,72kg
14734,70kg
14735,66kg
14736,81kg
14737,68kg
14738,79kg
14739,79kg
14740,71kg
14741,75kg
14742,74kg
14743,68kg
14744,76kg
14745,74kg
14746,80kg
14747,77kg
14748,81kg
14749,83kg
14750,88kg
14751,70kg
14752,72kg
14753,84kg
14754,75kg
14755,79kg
14756,75kg
14757,68kg
14758,73kg
14759,80kg
14760,75kg
14761,66kg
14762,75kg
14763,65kg
14764,67kg
14765,78kg
14766,75kg
14767,60kg
14768,65kg
14769,83kg
14770,74kg
14771,82kg
14772,73kg
14773,79kg
14774,70kg
14775,79kg
14776,74kg
14777,60kg
14778,70kg
14779,83kg
14780,76kg
14781,84kg
14782,90kg
14783,90kg
14784,71kg
14785,63kg
14786,79kg
14787,80kg
14788,76kg
14789,69kg
14790,69kg
14791,71kg
14792,79kg
14793,72kg
14794,75kg
14795,80kg
14796,82kg
14797,77kg
14798,71kg
14799,77kg
14800,71kg
14801,75kg
14802,69kg
14803,67kg
14804,74kg
14805,83kg
14806,69kg
14807,72kg
14808,91kg
14809,75kg
14810,66kg
14811,80kg
14812,81kg
14813,72kg
14814,71kg
14815,70kg
14816,75kg
14817,70kg
14818,75kg
14819,65kg
14820,67kg
14821,63kg
14822,84kg
14823,76kg
14824,70kg
14825,71kg
14826,71kg
14827,79kg
14828,67kg
14829,70kg
14830,70kg
14831,76kg
14832,70kg
14833,79kg
14834,73kg
14835,90kg
14836,78kg
14837,65kg
14838,82kg
14839,76kg
14840,72kg
14841,72kg
14842,78kg
14843,71kg
14844,83kg
14845,81kg
14846,70kg
14847,80kg
14848,75kg
14849,75kg
14850,73kg
14851,64kg
14852,73kg
14853,64kg
14854,72kg
14855,81kg
14856,77kg
14857,70kg
14858,70kg
14859,70kg
14860,75kg
14861,80kg
14862,70kg
14863,62kg
14864,67kg
14865,75kg
14866,69kg
14867,72kg
14868,75kg
14869,72kg
14870,80kg
14871,73kg
14872,70kg
14873,80kg
14874,77kg
14875,72kg
14876,82kg
14877,82kg
14878,71kg
14879,68kg
14880,71kg
14881,70kg
14882,75kg
14883,80kg
14884,72kg
14885,80kg
14886,75kg
14887,73kg
14888,64kg
14889,71kg
14890,69kg
14891,88kg
14892,88kg
14893,75kg
14894,83kg
14895,70kg
14896,60kg
14897,67kg
14898,74kg
14899,77kg
14900,94kg
14901,73kg
14902,84kg
14903,76kg
14904,81kg
14905,74kg
14906,75kg
14907,64kg
14908,70kg
14909,70kg
14910,85kg
14911,82kg
14912,74kg
14913,85kg
14914,66kg
14915,63kg
14916,76kg
14917,70kg
14918,73kg
14919,79kg
14920,79kg
14921,67kg
14922,72kg
14923,73kg
14924,80kg
14925,65kg
14926,75kg
14927,73kg
14928,74kg
14929,81kg
14930,78kg
14931,72kg
14932,70kg
14933,68kg
14934,68kg
14935,72kg
14936,65kg
14937,76kg
14938,70kg
14939,76kg
14940,73kg
14941,68kg
14942,76kg
14943,76kg
14944,69kg
14945,72kg
14946,83kg
14947,78kg
14948,70kg
14949,67kg
14950,80kg
14951,75kg
14952,74kg
14953,72kg
14954,77kg
14955,64kg
14956,82kg
14957,83kg
14958,77kg
14959,69kg
14960,76kg
14961,76kg
14962,77kg
14963,78kg
14964,67kg
14965,82kg
14966,65kg
14967,70kg
14968,88kg
14969,75kg
14970,70kg
14971,68kg
14972,78kg
14973,67kg
14974,75kg
14975,50kg
14976,77kg
14977,65kg
14978,73kg
14979,73kg
14980,73kg
14981,80kg
14982,78kg
14983,90kg
14984,70kg
14985,74kg
14986,75kg
14987,69kg
14988,66kg
14989,84kg
14990,69kg
14991,72kg
14992,70kg
14993,80kg
14994,80kg
14995,74kg
14996,66kg
14997,75kg
14998,78kg
14999,68kg
15000,70kg
15001,87kg
15002,84kg
15003,74kg
15004,67kg
15005,70kg
15006,82kg
15007,74kg
15008,80kg
15009,83kg
15010,75kg
15011,70kg
15012,80kg
15013,90kg
15014,72kg
15015,69kg
15016,73kg
15017,71kg
15018,70kg
15019,84kg
15020,72kg
15021,70kg
15022,82kg
15023,86kg
15024,60kg
15025,79kg
15026,78kg
15027,85kg
15028,83kg
15029,75kg
15030,66kg
15031,78kg
15032,68kg
15033,75kg
15034,69kg
15035,73kg
15036,70kg
15037,74kg
15038,88kg
15039,73kg
15040,80kg
15041,71kg
15042,83kg
15043,74kg
15044,79kg
15045,79kg
15046,83kg
15047,75kg
15048,75kg
15049,75kg
15050,70kg
15051,83kg
15052,72kg
15053,74kg
15054,58kg
15055,75kg
15056,83kg
15057,74kg
15058,77kg
15059,86kg
15060,70kg
15061,72kg
15062,69kg
15063,65kg
15064,74kg
15065,75kg
15066,73kg
15067,75kg
15068,85kg
15069,71kg
15070,81kg
15071,70kg
15072,74kg
15073,72kg
15074,77kg
15075,66kg
15076,78kg
15077,81kg
15078,64kg
15079,84kg
15080,70kg
15081,87kg
15082,78kg
15083,79kg
15084,77kg
15085,82kg
15086,89kg
15087,75kg
15088,81kg
15089,75kg
15090,71kg
15091,87kg
15092,76kg
15093,67kg
15094,77kg
15095,70kg
15096,70kg
15097,70kg
15098,67kg
15099,78kg
15100,78kg
15101,87kg
15102,63kg
15103,72kg
15104,73kg
15105,83kg
15106,75kg
15107,68kg
15108,60kg
15109,65kg
15110,80kg
15111,75kg
15112,75kg
15113,84kg
15114,78kg
15115,76kg
15116,74kg
15117,89kg
15118,77kg
15119,70kg
15120,82kg
15121,78kg
15122,73kg
15123,74kg
15124,76kg
15125,68kg
15126,68kg
15127,85kg
15128,83kg
15129,76kg
15130,80kg
15131,77kg
15132,82kg
15133,93kg
15134,82kg
15135,75kg
15136,76kg
15137,76kg
15138,73kg
15139,80kg
15140,72kg
15141,87kg
15142,70kg
15143,75kg
15144,73kg
15145,68kg
15146,70kg
15147,70kg
15148,75kg
15149,82kg
15150,78kg
15151,75kg
15152,80kg
15153,69kg
15154,73kg
15155,65kg
15156,76kg
15157,87kg
15158,72kg
15159,74kg
15160,68kg
15161,79kg
15162,71kg
15163,73kg
15164,67kg
15165,68kg
15166,56kg
15167,72kg
15168,76kg
15169,86kg
15170,81kg
15171,72kg
15172,73kg
15173,75kg
15174,78kg
15175,76kg
15176,81kg
15177,75kg
15178,82kg
15179,77kg
15180,75kg
15181,75kg
15182,68kg
15183,82kg
15184,71kg
15185,72kg
15186,73kg
15187,74kg
15188,71kg
15189,70kg
15190,77kg
15191,85kg
15192,70kg
15193,80kg
15194,76kg
15195,69kg
15196,78kg
15197,78kg
15198,78kg
15199,73kg
15200,77kg
15201,75kg
15202,73kg
15203,72kg
15204,73kg
15205,71kg
15206,70kg
15207,70kg
15208,78kg
15209,65kg
15210,81kg
15211,69kg
15212,85kg
15213,76kg
15214,75kg
15215,79kg
15216,63kg
15217,60kg
15218,65kg
15219,67kg
15220,71kg
15221,70kg
15222,76kg
15223,76kg
15224,80kg
15225,69kg
15226,78kg
15227,82kg
15228,75kg
15229,60kg
15230,67kg
15231,62kg
15232,73kg
15233,83kg
15234,82kg
15235,78kg
15236,65kg
15237,80kg
15238,52kg
15239,74kg
15240,63kg
15241,67kg
15242,72kg
15243,77kg
15244,90kg
15245,70kg
15246,75kg
15247,80kg
15248,87kg
15249,87kg
15250,68kg
15251,72kg
15252,82kg
15253,77kg
15254,63kg
15255,85kg
15256,77kg
15257,83kg
15258,76kg
15259,80kg
15260,77kg
15261,75kg
15262,65kg
15263,83kg
15264,78kg
15265,76kg
15266,73kg
15267,71kg
15268,75kg
15269,72kg
15270,72kg
15271,76kg
15272,71kg
15273,65kg
15274,80kg
15275,78kg
15276,65kg
15277,73kg
15278,81kg
15279,82kg
15280,85kg
15281,75kg
15282,71kg
15283,80kg
15284,83kg
15285,78kg
15286,74kg
15287,73kg
15288,66kg
15289,84kg
15290,70kg
15291,78kg
15292,74kg
15293,66kg
15294,75kg
15295,78kg
15296,84kg
15297,68kg
15298,86kg
15299,82kg
15300,82kg
15301,70kg
15302,68kg
15303,68kg
15304,64kg
15305,73kg
15306,72kg
15307,84kg
15308,72kg
15309,84kg
15310,76kg
15311,75kg
15312,74kg
15313,72kg
15314,92kg
15315,73kg
15316,62kg
15317,67kg
15318,78kg
15319,66kg
15320,80kg
15321,88kg
15322,74kg
15323,93kg
15324,74kg
15325,70kg
15326,82kg
15327,78kg
15328,82kg
15329,65kg
15330,68kg
15331,81kg
15332,80kg
15333,85kg
15334,68kg
15335,68kg
15336,75kg
15337,68kg
15338,75kg
15339,70kg
15340,75kg
15341,76kg
15342,91kg
15343,60kg
15344,70kg
15345,66kg
15346,63kg
15347,65kg
15348,88kg
15349,68kg
15350,73kg
15351,73kg
15352,73kg
15353,80kg
15354,77kg
15355,65kg
15356,75kg
15357,75kg
15358,73kg
15359,72kg
15360,76kg
15361,88kg
15362,63kg
15363,85kg
15364,76kg
15365,70kg
15366,69kg
15367,66kg
15368,80kg
15369,74kg
15370,68kg
15371,66kg
15372,84kg
15373,73kg
15374,73kg
15375,73kg
15376,95kg
15377,69kg
15378,72kg
15379,78kg
15380,69kg
15381,75kg
15382,64kg
15383,86kg
15384,77kg
15385,78kg
15386,78kg
15387,83kg
15388,73kg
15389,82kg
15390,75kg
15391,71kg
15392,73kg
15393,65kg
15394,85kg
15395,68kg
15396,74kg
15397,64kg
15398,69kg
15399,76kg
15400,80kg
15401,76kg
15402,76kg
15403,79kg
15404,75kg
15405,72kg
15406,73kg
15407,75kg
15408,75kg
15409,72kg
15410,69kg
15411,74kg
15412,70kg
15413,79kg
15414,70kg
15415,85kg
15416,75kg
15417,63kg
15418,75kg
15419,81kg
15420,86kg
15421,60kg
15422,68kg
15423,64kg
15424,76kg
15425,66kg
15426,72kg
15427,70kg
15428,85kg
15429,60kg
15430,70kg
15431,80kg
15432,76kg
15433,75kg
15434,75kg
15435,76kg
15436,78kg
15437,75kg
15438,72kg
15439,62kg
15440,68kg
15441,72kg
15442,64kg
15443,60kg
15444,91kg
15445,65kg
15446,73kg
15447,77kg
15448,77kg
15449,76kg
15450,65kg
15451,87kg
15452,74kg
15453,74kg
15454,71kg
15455,62kg
15456,75kg
15457,71kg
15458,65kg
15459,68kg
15460,70kg
15461,70kg
15462,80kg
15463,73kg
15464,67kg
15465,65kg
15466,77kg
15467,69kg
15468,79kg
15469,73kg
15470,73kg
15471,68kg
15472,67kg
15473,80kg
15474,72kg
15475,70kg
15476,70kg
15477,78kg
15478,71kg
15479,64kg
15480,73kg
15481,77kg
15482,75kg
15483,72kg
15484,72kg
15485,69kg
15486,62kg
15487,62kg
15488,78kg
15489,72kg
15490,80kg
15491,68kg
15492,68kg
15493,81kg
15494,74kg
15495,60kg
15496,72kg
15497,69kg
15498,64kg
15499,76kg
15500,70kg
15501,82kg
15502,70kg
15503,71kg
15504,71kg
15505,72kg
15506,79kg
15507,80kg
15508,68kg
15509,61kg
15510,86kg
15511,71kg
15512,66kg
15513,88kg
15514,72kg
15515,73kg
15516,73kg
15517,94kg
15518,76kg
15519,79kg
15520,78kg
15521,73kg
15522,80kg
15523,80kg
15524,70kg
15525,79kg
15526,68kg
15527,80kg
15528,70kg
15529,76kg
15530,67kg
15531,77kg
15532,85kg
15533,76kg
15534,70kg
15535,73kg
15536,74kg
15537,78kg
15538,66kg
15539,73kg
15540,78kg
15541,83kg
15542,76kg
15543,78kg
15544,87kg
15545,78kg
15546,67kg
15547,71kg
15548,78kg
15549,66kg
15550,82kg
15551,64kg
15552,79kg
15553,77kg
15554,64kg
15555,64kg
15556,73kg
15557,74kg
15558,78kg
15559,79kg
15560,70kg
15561,75kg
15562,66kg
15563,85kg
15564,81kg
15565,86kg
15566,71kg
15567,84kg
15568,70kg
15569,85kg
15570,85kg
15571,83kg
15572,64kg
15573,73kg
15574,67kg
15575,81kg
15576,75kg
15577,81kg
15578,70kg
15579,83kg
15580,75kg
15581,74kg
15582,83kg
15583,72kg
15584,70kg
15585,73kg
15586,76kg
15587,72kg
15588,78kg
15589,66kg
15590,77kg
15591,72kg
15592,78kg
15593,55kg
15594,68kg
15595,82kg
15596,74kg
15597,71kg
15598,80kg
15599,71kg
15600,64kg
15601,75kg
15602,76kg
15603,70kg
15604,73kg
15605,70kg
15606,70kg
15607,70kg
15608,72kg
15609,89kg
15610,83kg
15611,78kg
15612,90kg
15613,66kg
15614,75kg
15615,72kg
15616,74kg
15617,59kg
15618,67kg
15619,65kg
15620,78kg
15621,73kg
15622,73kg
15623,67kg
15624,85kg
15625,70kg
15626,69kg
15627,77kg
15628,76kg
15629,70kg
15630,64kg
15631,76kg
15632,79kg
15633,68kg
15634,74kg
15635,63kg
15636,70kg
15637,89kg
15638,68kg
15639,94kg
15640,65kg
15641,66kg
15642,60kg
15643,70kg
15644,73kg
15645,64kg
15646,77kg
15647,88kg
15648,80kg
15649,72kg
15650,68kg
15651,67kg
15652,60kg
15653,75kg
15654,67kg
15655,81kg
15656,75kg
15657,75kg
15658,72kg
15659,78kg
15660,73kg
15661,72kg
15662,77kg
15663,66kg
15664,74kg
15665,75kg
15666,80kg
15667,75kg
15668,74kg
15669,73kg
15670,68kg
15671,86kg
15672,74kg
15673,65kg
15674,72kg
15675,75kg
15676,72kg
15677,80kg
15678,82kg
15679,63kg
15680,62kg
15681,68kg
15682,70kg
15683,87kg
15684,72kg
15685,71kg
15686,78kg
15687,61kg
15688,72kg
15689,65kg
15690,76kg
15691,83kg
15692,70kg
15693,77kg
15694,88kg
15695,84kg
15696,68kg
15697,82kg
15698,70kg
15699,75kg
15700,70kg
15701,81kg
15702,75kg
15703,74kg
15704,84kg
15705,80kg
15706,68kg
15707,80kg
15708,80kg
15709,72kg
15710,70kg
15711,70kg
15712,70kg
15713,75kg
15714,70kg
15715,66kg
15716,80kg
15717,70kg
15718,77kg
15719,63kg
15720,82kg
15721,85kg
15722,72kg
15723,75kg
15724,68kg
15725,65kg
15726,60kg
15727,81kg
15728,83kg
15729,75kg
15730,70kg
15731,70kg
15732,75kg
15733,88kg
15734,78kg
15735,65kg
15736,65kg
15737,94kg
15738,61kg
15739,75kg
15740,84kg
15741,72kg
15742,78kg
15743,72kg
15744,70kg
15745,70kg
15746,81kg
15747,62kg
15748,73kg
15749,64kg
15750,78kg
15751,80kg
15752,75kg
15753,74kg
15754,68kg
15755,75kg
15756,73kg
15757,71kg
15758,74kg
15759,74kg
15760,76kg
15761,65kg
15762,80kg
15763,70kg
15764,88kg
15765,66kg
15766,76kg
15767,74kg
15768,75kg
15769,80kg
15770,68kg
15771,75kg
15772,64kg
15773,75kg
15774,73kg
15775,65kg
15776,77kg
15777,83kg
15778,69kg
15779,88kg
15780,80kg
15781,75kg
15782,66kg
15783,74kg
15784,77kg
15785,85kg
15786,75kg
15787,68kg
15788,75kg
15789,76kg
15790,88kg
15791,71kg
15792,82kg
15793,81kg
15794,74kg
15795,71kg
15796,72kg
15797,81kg
15798,62kg
15799,75kg
15800,64kg
15801,70kg
15802,67kg
15803,68kg
15804,70kg
15805,65kg
15806,67kg
15807,73kg
15808,66kg
15809,72kg
15810,72kg
15811,79kg
15812,83kg
15813,70kg
15814,75kg
15815,75kg
15816,64kg
15817,70kg
15818,70kg
15819,70kg
15820,81kg
15821,85kg
15822,67kg
15823,76kg
15824,83kg
15825,70kg
15826,70kg
15827,79kg
15828,59kg
15829,75kg
15830,76kg
15831,69kg
15832,71kg
15833,70kg
15834,76kg
15835,65kg
15836,70kg
15837,80kg
15838,72kg
15839,75kg
15840,70kg
15841,68kg
15842,65kg
15843,61kg
15844,75kg
15845,81kg
15846,84kg
15847,60kg
15848,70kg
15849,75kg
15850,78kg
15851,74kg
15852,79kg
15853,65kg
15854,72kg
15855,67kg
15856,74kg
15857,70kg
15858,71kg
15859,71kg
15860,75kg
15861,75kg
15862,73kg
15863,85kg
15864,73kg
15865,80kg
15866,75kg
15867,74kg
15868,74kg
15869,87kg
15870,74kg
15871,70kg
15872,74kg
15873,76kg
15874,80kg
15875,80kg
15876,65kg
15877,67kg
15878,64kg
15879,72kg
15880,80kg
15881,66kg
15882,79kg
15883,71kg
15884,70kg
15885,74kg
15886,70kg
15887,70kg
15888,75kg
15889,85kg
15890,76kg
15891,67kg
15892,88kg
15893,69kg
15894,85kg
15895,70kg
15896,74kg
15897,73kg
15898,68kg
15899,63kg
15900,75kg
15901,75kg
15902,80kg
15903,73kg
15904,68kg
15905,62kg
15906,85kg
15907,65kg
15908,70kg
15909,76kg
15910,78kg
15911,68kg
15912,68kg
15913,73kg
15914,101kg
15915,63kg
15916,64kg
15917,76kg
15918,74kg
15919,80kg
15920,91kg
15921,71kg
15922,70kg
15923,75kg
15924,74kg
15925,61kg
15926,63kg
15927,77kg
15928,77kg
15929,59kg
15930,83kg
15931,80kg
15932,72kg
15933,68kg
15934,74kg
15935,81kg
15936,77kg
15937,83kg
15938,69kg
15939,81kg
15940,75kg
15941,73kg
15942,78kg
15943,71kg
15944,74kg
15945,74kg
15946,82kg
15947,82kg
15948,83kg
15949,75kg
15950,78kg
15951,67kg
15952,70kg
15953,85kg
15954,85kg
15955,82kg
15956,79kg
15957,80kg
15958,72kg
15959,72kg
15960,63kg
15961,72kg
15962,75kg
15963,75kg
15964,77kg
15965,88kg
15966,64kg
15967,70kg
15968,73kg
15969,80kg
15970,83kg
15971,75kg
15972,82kg
15973,71kg
15974,75kg
15975,72kg
15976,66kg
15977,78kg
15978,76kg
15979,76kg
15980,68kg
15981,75kg
15982,78kg
15983,71kg
15984,70kg
15985,77kg
15986,77kg
15987,70kg
15988,71kg
15989,72kg
15990,77kg
15991,75kg
15992,75kg
15993,69kg
15994,76kg
15995,71kg
15996,75kg
15997,75kg
15998,76kg
15999,61kg
16000,67kg
16001,67kg
16002,80kg
16003,80kg
16004,78kg
16005,72kg
16006,75kg
16007,65kg
16008,82kg
16009,85kg
16010,80kg
16011,81kg
16012,70kg
16013,72kg
16014,72kg
16015,70kg
16016,93kg
16017,67kg
16018,66kg
16019,69kg
16020,79kg
16021,89kg
16022,67kg
16023,75kg
16024,78kg
16025,77kg
16026,73kg
16027,58kg
16028,70kg
16029,70kg
16030,89kg
16031,75kg
16032,75kg
16033,68kg
16034,84kg
16035,67kg
16036,67kg
16037,65kg
16038,62kg
16039,65kg
16040,91kg
16041,70kg
16042,94kg
16043,67kg
16044,74kg
16045,68kg
16046,76kg
16047,72kg
16048,91kg
16049,72kg
16050,71kg
16051,70kg
16052,76kg
16053,83kg
16054,77kg
16055,75kg
16056,76kg
16057,77kg
16058,63kg
16059,75kg
16060,80kg
16061,70kg
16062,74kg
16063,74kg
16064,77kg
16065,77kg
16066,70kg
16067,76kg
16068,68kg
16069,70kg
16070,60kg
16071,69kg
16072,50kg
16073,78kg
16074,72kg
16075,67kg
16076,72kg
16077,78kg
16078,65kg
16079,87kg
16080,63kg
16081,68kg
16082,76kg
16083,74kg
16084,79kg
16085,82kg
16086,75kg
16087,78kg
16088,61kg
16089,83kg
16090,71kg
16091,85kg
16092,85kg
16093,87kg
16094,75kg
16095,80kg
16096,69kg
16097,63kg
16098,85kg
16099,73kg
16100,75kg
16101,70kg
16102,70kg
16103,72kg
16104,102kg
16105,85kg
16106,87kg
16107,82kg
16108,70kg
16109,60kg
16110,92kg
16111,80kg
16112,70kg
16113,76kg
16114,75kg
16115,70kg
16116,70kg
16117,65kg
16118,68kg
16119,75kg
16120,76kg
16121,73kg
16122,78kg
16123,70kg
16124,72kg
16125,82kg
16126,83kg
16127,62kg
16128,79kg
16129,85kg
16130,70kg
16131,71kg
16132,90kg
16133,84kg
16134,77kg
16135,69kg
16136,74kg
16137,75kg
16138,79kg
16139,67kg
16140,70kg
16141,70kg
16142,62kg
16143,78kg
16144,72kg
16145,72kg
16146,73kg
16147,72kg
16148,70kg
16149,70kg
16150,70kg
16151,71kg
16152,70kg
16153,68kg
16154,85kg
16155,73kg
16156,66kg
16157,74kg
16158,62kg
16159,66kg
